id,condition,mode,condition_mode,station,time_frame_begin,time_frame_end,motion_sickness_score,name_of_audio_data,motionsickness_score_rating_begin,motionsickness_score_rating_accepted_timeStamp,average_velocity
16,Avatar,hybrid,AvatarHybrid,4,1638348801.988989,1638348847.0081806,0,016_AvatarHybrid_4,1638348789.4035184,1638348795.5428689,0.0132559080058041
17,Blob,hybrid,BlobHybrid,3,1638359086.1339576,1638359131.1647706,0,017_BlobHybrid_3,1638359059.7234044,1638359069.6031775,0.0114839584633068
17,Blob,hybrid,BlobHybrid,0,1638358164.230055,1638358209.2743146,0,017_BlobHybrid_0,1638358101.2380707,1638358149.0477483,0.0082166944694094
17,Blob,Firstperson,BlobFirstperson,1,1638361998.6123164,1638362043.699721,0,017_BlobFirstperson_1,1638361985.3518338,1638361991.139744,0.0091048591603801
17,Blob,Firstperson,BlobFirstperson,4,1638361843.1833994,1638361888.200502,0,017_BlobFirstperson_4,1638361823.5784006,1638361832.1434011,0.0104756868811291
17,Blob,Firstperson,BlobFirstperson,3,1638361638.1136658,1638361683.1572046,0,017_BlobFirstperson_3,1638361618.180873,1638361626.7041442,0.0091458436088969
17,Blob,Firstperson,BlobFirstperson,0,1638361426.270468,1638361471.3133488,0,017_BlobFirstperson_0,1638361410.3019135,1638361417.4681556,0.0092176128600023
17,Blob,Firstperson,BlobFirstperson,2,1638362215.6924074,1638362260.7421353,0,017_BlobFirstperson_2,1638362206.82834,1638362211.0096912,0.0073702712435056
17,Blob,hybrid,BlobHybrid,2,1638358881.071854,1638358926.1100523,0,017_BlobHybrid_2,1638358868.0577383,1638358872.969073,0.0080119504036152
17,Blob,hybrid,BlobHybrid,4,1638358578.406558,1638358623.428534,0,017_BlobHybrid_4,1638358563.6098902,1638358572.7721255,0.0118050933403738
17,Blob,hybrid,BlobHybrid,1,1638358370.698114,1638358415.7499926,0,017_BlobHybrid_1,1638358350.7191956,1638358359.1586275,0.0063537966950182
18,Avatar,Firstperson,AvatarFirstperson,1,1638366879.9541688,1638366925.0426605,0,018_AvatarFirstperson_1,1638366860.2522497,1638366872.339672,0.0055059231633071
18,Avatar,Firstperson,AvatarFirstperson,4,1638367073.6273658,1638367118.6402106,0,018_AvatarFirstperson_4,1638367058.8125734,1638367064.5955477,0.0077698897568254
18,Avatar,Firstperson,AvatarFirstperson,2,1638367648.0903716,1638367693.1379137,0,018_AvatarFirstperson_2,1638367625.57535,1638367635.8320644,0.0072679690552173
18,Avatar,hybrid,AvatarHybrid,0,1638369828.0531085,1638369873.0961742,0,018_AvatarHybrid_0,1638369816.5061514,1638369819.801396,0.0075699277741762
18,Avatar,hybrid,AvatarHybrid,2,1638370437.3521457,1638370482.408465,0,018_AvatarHybrid_2,1638370421.2191274,1638370427.141803,0.0066911734173107
18,Avatar,hybrid,AvatarHybrid,4,1638370201.8439496,1638370246.8598504,0,018_AvatarHybrid_4,1638370189.3785954,1638370194.676292,0.0091515079327523
18,Avatar,hybrid,AvatarHybrid,1,1638370580.1700668,1638370625.2783763,0,018_AvatarHybrid_1,1638370568.1106904,1638370572.3009076,0.0062032016016859
18,Avatar,Firstperson,AvatarFirstperson,0,1638366680.906119,1638366725.9521694,0,018_AvatarFirstperson_0,1638366622.0318055,1638366662.0187776,0.0073401456711079
18,Avatar,hybrid,AvatarHybrid,3,1638370004.6356325,1638370049.6766934,0,018_AvatarHybrid_3,1638369987.9043667,1638369996.3456516,0.0065543654797729
18,Avatar,Firstperson,AvatarFirstperson,3,1638367295.4007056,1638367340.4351158,0,018_AvatarFirstperson_3,1638367285.6774254,1638367289.501874,0.0122553663045706
19,Blob,Firstperson,BlobFirstperson,0,1638445028.0660238,1638445073.1021962,0,019_BlobFirstperson_0,1638444980.35878,1638445006.2602286,0.0059679996155201
19,Blob,Firstperson,BlobFirstperson,3,1638445775.055325,1638445820.1021364,3,019_BlobFirstperson_3,1638445757.0499806,1638445767.6299765,0.0049724293070616
19,Blob,Firstperson,BlobFirstperson,2,1638445367.328029,1638445412.3905258,2,019_BlobFirstperson_2,1638445309.7277806,1638445353.0265284,0.0058332226148764
19,Blob,Firstperson,BlobFirstperson,4,1638446006.883691,1638446051.904901,3,019_BlobFirstperson_4,1638445987.752199,1638446000.4811642,0.0063431745564664
19,Blob,Firstperson,BlobFirstperson,1,1638445536.0359392,1638445581.1203911,2,019_BlobFirstperson_1,1638445509.195138,1638445525.428547,0.0048811540694987
19,Blob,hybrid,BlobHybrid,4,1638447430.249387,1638447475.265309,2,019_BlobHybrid_4,1638447414.2533443,1638447421.9741402,0.0062915083542932
19,Blob,hybrid,BlobHybrid,3,1638448097.407132,1638448142.4460576,2,019_BlobHybrid_3,1638448083.3048787,1638448092.6711352,0.0057763355012312
19,Blob,hybrid,BlobHybrid,1,1638447605.139904,1638447650.2389245,2,019_BlobHybrid_1,1638447583.5355775,1638447597.1512644,0.0049740925395093
19,Blob,hybrid,BlobHybrid,2,1638447879.241236,1638447924.3001192,2,019_BlobHybrid_2,1638447860.6154668,1638447874.4747326,0.0059581767876325
19,Blob,hybrid,BlobHybrid,0,1638447208.71076,1638447253.763147,0,019_BlobHybrid_0,1638447188.3049996,1638447195.365108,0.005368014326155
20,Avatar,hybrid,AvatarHybrid,3,1638454879.2781496,1638454924.338819,1,020_AvatarHybrid_3,1638454860.679188,1638454872.9562676,0.0075466880726505
20,Avatar,hybrid,AvatarHybrid,0,1638453932.9776866,1638453978.0535824,1,020_AvatarHybrid_0,1638453889.0558224,1638453914.1666143,0.007730046516137
20,Avatar,hybrid,AvatarHybrid,2,1638454391.2159066,1638454436.2695434,1,020_AvatarHybrid_2,1638454372.3094218,1638454382.8886104,0.0073750754003804
20,Avatar,hybrid,AvatarHybrid,1,1638454538.0375023,1638454583.0795932,1,020_AvatarHybrid_1,1638454525.980617,1638454530.788302,0.0077173427630642
20,Avatar,hybrid,AvatarHybrid,4,1638454685.6690564,1638454730.6907048,1,020_AvatarHybrid_4,1638454677.1407175,1638454680.5271082,0.0108279751788363
20,Avatar,Firstperson,AvatarFirstperson,3,1638456456.54416,1638456501.59008,0,020_AvatarFirstperson_3,1638456446.7588687,1638456451.3434298,0.0074874534808131
20,Avatar,Firstperson,AvatarFirstperson,4,1638456152.7336252,1638456197.7478664,0,020_AvatarFirstperson_4,1638456142.079769,1638456147.497452,0.0072777481961895
20,Avatar,Firstperson,AvatarFirstperson,1,1638456287.4758215,1638456332.5764272,0,020_AvatarFirstperson_1,1638456273.8905556,1638456279.67918,0.0049507837577669
20,Avatar,Firstperson,AvatarFirstperson,2,1638456699.0775692,1638456744.1300955,0,020_AvatarFirstperson_2,1638456674.1263008,1638456694.3028238,0.0060087399658838
20,Avatar,Firstperson,AvatarFirstperson,0,1638455996.1337495,1638456041.1946125,0,020_AvatarFirstperson_0,1638455979.344027,1638455989.7396328,0.0083573662044995
21,Blob,Firstperson,BlobFirstperson,1,1638525387.2756047,1638525432.3559375,0,021_BlobFirstperson_1,1638525374.0523877,1638525378.0231185,0.0052573348703561
21,Blob,Firstperson,BlobFirstperson,3,1638525617.8311524,1638525662.8823218,0,021_BlobFirstperson_3,1638525609.711747,1638525613.4828722,0.0060084236773623
21,Blob,Firstperson,BlobFirstperson,4,1638524894.878087,1638524939.9019115,0,021_BlobFirstperson_4,1638524882.9787183,1638524890.1766758,0.0063534013618011
21,Blob,Firstperson,BlobFirstperson,2,1638525186.0481896,1638525231.1274114,0,021_BlobFirstperson_2,1638525172.466104,1638525179.2065036,0.0059348798306413
21,Blob,hybrid,BlobHybrid,1,1638523427.4111576,1638523472.507205,0,021_BlobHybrid_1,1638523414.82805,1638523422.3826454,0.0055347076361033
21,Blob,Firstperson,BlobFirstperson,0,1638524686.110007,1638524731.1634464,1,021_BlobFirstperson_0,1638524677.462479,1638524681.57561,0.0060564320505504
21,Blob,hybrid,BlobHybrid,3,1638523221.1614888,1638523266.197657,1,021_BlobHybrid_3,1638523203.1691942,1638523214.52231,0.0064094135086021
21,Blob,hybrid,BlobHybrid,2,1638522923.2308416,1638522968.2813475,0,021_BlobHybrid_2,1638522911.3041508,1638522918.256212,0.0051325704830218
21,Blob,hybrid,BlobHybrid,0,1638522439.370972,1638522484.4171386,1,021_BlobHybrid_0,1638522401.1671877,1638522420.3035069,0.0062111367016072
21,Blob,hybrid,BlobHybrid,4,1638523726.793404,1638523771.8151798,1,021_BlobHybrid_4,1638523711.1173232,1638523722.113049,0.00729856845973
22,Avatar,Firstperson,AvatarFirstperson,4,1638532930.5017347,1638532975.5282664,2,022_AvatarFirstperson_4,1638532915.6977048,1638532925.043046,0.0069567528730318
22,Avatar,Firstperson,AvatarFirstperson,3,1638532614.739233,1638532659.7712867,1,022_AvatarFirstperson_3,1638532601.4465127,1638532609.8872728,0.0131758026390391
22,Avatar,Firstperson,AvatarFirstperson,1,1638533128.673851,1638533173.7470937,6,022_AvatarFirstperson_1,1638533109.5242393,1638533121.4220452,0.1406457862959383
22,Avatar,Firstperson,AvatarFirstperson,0,1638531894.709612,1638531939.7836742,0,022_AvatarFirstperson_0,1638531859.8314388,1638531873.8555963,0.0072220948954961
22,Avatar,Firstperson,AvatarFirstperson,2,1638532356.3692527,1638532401.4216206,0,022_AvatarFirstperson_2,1638532332.4788263,1638532347.262668,0.0073309922497507
23,Blob,hybrid,BlobHybrid,0,1638542390.3044288,1638542435.3700466,0,023_BlobHybrid_0,1638542379.4135296,1638542385.1863885,0.011786813434626
23,Blob,hybrid,BlobHybrid,4,1638542623.2851684,1638542668.2929325,0,023_BlobHybrid_4,1638542612.5799203,1638542617.0861492,0.0089129391904539
23,Blob,hybrid,BlobHybrid,3,1638542877.4752543,1638542922.522856,0,023_BlobHybrid_3,1638542867.1561284,1638542870.935307,0.0086857543798743
23,Blob,hybrid,BlobHybrid,1,1638543103.781597,1638543148.8542447,0,023_BlobHybrid_1,1638543092.9678466,1638543096.243008,0.0081538022977485
23,Blob,hybrid,BlobHybrid,2,1638543378.1759934,1638543423.2279215,0,023_BlobHybrid_2,1638543365.855504,1638543372.5164356,0.0108630013721384
23,Blob,Firstperson,BlobFirstperson,0,1638540215.620893,1638540260.6723816,0,023_BlobFirstperson_0,1638540179.559033,1638540200.04035,0.0083018036616428
23,Blob,Firstperson,BlobFirstperson,4,1638540715.306013,1638540760.3251927,1,023_BlobFirstperson_4,1638540700.71646,1638540708.3983562,0.0088001130537479
23,Blob,Firstperson,BlobFirstperson,1,1638540926.0364754,1638540971.149076,1,023_BlobFirstperson_1,1638540912.9043732,1638540917.5711095,0.008349226606095
23,Blob,Firstperson,BlobFirstperson,3,1638541165.375899,1638541210.4358084,1,023_BlobFirstperson_3,1638541140.0815887,1638541155.285867,0.0097143329008631
23,Blob,Firstperson,BlobFirstperson,2,1638540469.3019829,1638540514.3620794,0,023_BlobFirstperson_2,1638540454.2852106,1638540460.9799967,0.0145506172095419
24,Avatar,hybrid,AvatarHybrid,2,1638621530.0982375,1638621575.1740916,0,024_AvatarHybrid_2,1638621507.7660787,1638621519.760946,0.0068966531395275
24,Avatar,hybrid,AvatarHybrid,1,1638622058.7577891,1638622103.8005676,0,024_AvatarHybrid_1,1638622048.0740688,1638622053.81277,0.0112071472554638
24,Avatar,hybrid,AvatarHybrid,0,1638621293.442484,1638621338.4847338,0,024_AvatarHybrid_0,1638621259.2278316,1638621278.1609206,0.0070121627471468
24,Avatar,hybrid,AvatarHybrid,4,1638621714.9656613,1638621759.9805126,0,024_AvatarHybrid_4,1638621690.5596704,1638621699.438367,0.0096575885779791
24,Avatar,Firstperson,AvatarFirstperson,0,1638623277.9665947,1638623323.0198736,1,024_AvatarFirstperson_0,1638623266.4225533,1638623270.1488698,0.006063918029608
24,Avatar,hybrid,AvatarHybrid,3,1638621891.29588,1638621936.3400595,0,024_AvatarHybrid_3,1638621876.029768,1638621880.5314991,0.0066881165505634
24,Avatar,Firstperson,AvatarFirstperson,3,1638623653.3712208,1638623698.420667,1,024_AvatarFirstperson_3,1638623638.723512,1638623649.0040717,0.0112871600890323
24,Avatar,Firstperson,AvatarFirstperson,2,1638623826.6292338,1638623871.7190588,1,024_AvatarFirstperson_2,1638623817.387659,1638623820.673941,0.0063270053013411
24,Avatar,Firstperson,AvatarFirstperson,1,1638623979.403504,1638624024.479941,1,024_AvatarFirstperson_1,1638623966.3723283,1638623974.2593691,0.0105192408009498
24,Avatar,Firstperson,AvatarFirstperson,4,1638623476.3299112,1638623521.366602,1,024_AvatarFirstperson_4,1638623461.3072262,1638623467.1449184,0.0081942816379702
25,Blob,Firstperson,BlobFirstperson,3,1638802806.967806,1638802852.0287669,2,025_BlobFirstperson_3,1638802793.7069926,1638802800.2696855,0.0172088871968443
25,Blob,Firstperson,BlobFirstperson,4,1638803436.5250616,1638803481.5386496,2,025_BlobFirstperson_4,1638803419.5275702,1638803427.4389331,0.0234193108461609
25,Blob,Firstperson,BlobFirstperson,2,1638803260.1117835,1638803305.1774318,2,025_BlobFirstperson_2,1638803250.586865,1638803255.4455075,0.0172014048238441
25,Blob,hybrid,BlobHybrid,0,1638800637.4345288,1638800682.4827237,2,025_BlobHybrid_0,1638800601.9017887,1638800621.1002762,0.0098837342952135
25,Blob,hybrid,BlobHybrid,1,1638800851.3470054,1638800896.4096615,2,025_BlobHybrid_1,1638800826.925203,1638800841.086724,0.0211592414151395
25,Blob,hybrid,BlobHybrid,2,1638801127.6711285,1638801172.7338607,2,025_BlobHybrid_2,1638801100.5306532,1638801121.2069082,0.0203765575581957
25,Blob,hybrid,BlobHybrid,3,1638801317.4188747,1638801362.452943,2,025_BlobHybrid_3,1638801298.0246782,1638801311.8023372,0.0157164727021489
25,Blob,hybrid,BlobHybrid,4,1638801493.6611965,1638801538.6763308,2,025_BlobHybrid_4,1638801482.760026,1638801486.3684134,0.013472876299685
25,Blob,Firstperson,BlobFirstperson,0,1638802611.103438,1638802656.160669,1,025_BlobFirstperson_0,1638802595.858886,1638802606.1923316,0.0143940739496051
25,Blob,Firstperson,BlobFirstperson,1,1638802975.328911,1638803020.3855505,2,025_BlobFirstperson_1,1638802961.5717006,1638802966.562844,0.0142019690928663
26,Avatar,Firstperson,AvatarFirstperson,4,1638873790.3857586,1638873835.4044757,0,026_AvatarFirstperson_4,1638873775.799163,1638873780.1070616,0.009588432385527
26,Avatar,Firstperson,AvatarFirstperson,1,1638873208.667172,1638873253.7290514,0,026_AvatarFirstperson_1,1638873197.1670623,1638873202.9143672,0.008948289703398
26,Avatar,Firstperson,AvatarFirstperson,2,1638873584.1249087,1638873629.179242,0,026_AvatarFirstperson_2,1638873574.2353346,1638873579.0002286,0.0087029171613025
26,Avatar,Firstperson,AvatarFirstperson,3,1638874014.330366,1638874059.387367,0,026_AvatarFirstperson_3,1638873983.934902,1638874007.6431515,0.0102106161422017
26,Avatar,hybrid,AvatarHybrid,4,1638876034.8599224,1638876079.8767354,2,026_AvatarHybrid_4,1638876026.9885044,1638876030.4515662,0.0167456509144561
26,Avatar,hybrid,AvatarHybrid,2,1638876241.7559962,1638876286.792351,0,026_AvatarHybrid_2,1638876233.765767,1638876237.3263228,0.0090563864303218
26,Avatar,hybrid,AvatarHybrid,1,1638875834.204862,1638875879.2948706,1,026_AvatarHybrid_1,1638875818.4442227,1638875826.8240778,0.0088844498426459
26,Avatar,Firstperson,AvatarFirstperson,0,1638873023.8699455,1638873068.9164762,0,026_AvatarFirstperson_0,1638873001.466198,1638873009.4326234,0.0091447546038009
26,Avatar,hybrid,AvatarHybrid,0,1638875462.223033,1638875507.259531,0,026_AvatarHybrid_0,1638875451.664839,1638875456.3150384,0.0086574032816698
26,Avatar,hybrid,AvatarHybrid,3,1638875656.3446252,1638875701.392076,1,026_AvatarHybrid_3,1638875646.5622163,1638875650.1655817,0.0089852700093359
27,Blob,Firstperson,BlobFirstperson,4,1638884314.438767,1638884359.454785,1,027_BlobFirstperson_4,1638884297.842366,1638884308.1307364,0.0066697387072748
27,Blob,Firstperson,BlobFirstperson,2,1638884057.3677928,1638884102.4080656,1,027_BlobFirstperson_2,1638884041.648909,1638884052.8666923,0.0078937440347715
27,Blob,Firstperson,BlobFirstperson,1,1638883394.123525,1638883439.173659,2,027_BlobFirstperson_1,1638883378.351784,1638883387.0328395,0.0049272838707066
27,Blob,Firstperson,BlobFirstperson,0,1638883169.0413396,1638883214.0743334,1,027_BlobFirstperson_0,1638883115.3616111,1638883150.6379008,0.0045952723337695
27,Blob,Firstperson,BlobFirstperson,3,1638883638.353598,1638883683.402063,2,027_BlobFirstperson_3,1638883619.1537733,1638883627.6464424,0.005975247929404
27,Blob,hybrid,BlobHybrid,1,1638887114.0212493,1638887159.0714362,0,027_BlobHybrid_1,1638887100.1922104,1638887107.7843864,0.0079044550451453
27,Blob,hybrid,BlobHybrid,2,1638886929.5955331,1638886974.66659,0,027_BlobHybrid_2,1638886915.2377653,1638886923.4015088,0.006420849519186
27,Blob,hybrid,BlobHybrid,3,1638886535.8492088,1638886580.9090428,0,027_BlobHybrid_3,1638886525.0323434,1638886530.8072531,0.0068617714499807
27,Blob,hybrid,BlobHybrid,0,1638886312.5579712,1638886357.595674,0,027_BlobHybrid_0,1638886300.1046426,1638886307.018759,0.0056455679925237
27,Blob,hybrid,BlobHybrid,4,1638887305.1849594,1638887350.207072,0,027_BlobHybrid_4,1638887280.7350917,1638887299.8419497,0.0101104422647381
28,Avatar,hybrid,AvatarHybrid,2,1638963351.9068232,1638963396.9464805,4,028_AvatarHybrid_2,1638963340.6201544,1638963346.032392,0.0071274145715317
28,Avatar,hybrid,AvatarHybrid,4,1638963061.5182023,1638963106.5331304,3,028_AvatarHybrid_4,1638963049.5979896,1638963056.5137243,0.0079463670575299
28,Avatar,hybrid,AvatarHybrid,1,1638962568.8045156,1638962613.8774736,2,028_AvatarHybrid_1,1638962544.299791,1638962560.9640298,0.0074976443500354
28,Avatar,hybrid,AvatarHybrid,0,1638962330.072607,1638962375.1212032,1,028_AvatarHybrid_0,1638962295.5597708,1638962315.3725967,0.0065026365277021
28,Avatar,Firstperson,AvatarFirstperson,1,1638964892.1007106,1638964937.150322,2,028_AvatarFirstperson_1,1638964881.831479,1638964887.1145992,0.0081338216334487
28,Avatar,Firstperson,AvatarFirstperson,2,1638964511.6587772,1638964556.7131991,1,028_AvatarFirstperson_2,1638964499.5905132,1638964503.9293516,0.0086983890321911
28,Avatar,Firstperson,AvatarFirstperson,3,1638964275.7066696,1638964320.7540228,1,028_AvatarFirstperson_3,1638964264.7099943,1638964270.007053,0.0091850422796216
28,Avatar,Firstperson,AvatarFirstperson,0,1638964073.644411,1638964118.6931407,1,028_AvatarFirstperson_0,1638964059.6320238,1638964068.6877415,0.0106045156802685
28,Avatar,Firstperson,AvatarFirstperson,4,1638964738.2110536,1638964783.2237267,2,028_AvatarFirstperson_4,1638964725.244275,1638964733.563621,0.0092196453636175
28,Avatar,hybrid,AvatarHybrid,3,1638962809.080014,1638962854.1220632,3,028_AvatarHybrid_3,1638962791.9189649,1638962803.6076927,0.0089236171682953
29,Blob,Firstperson,BlobFirstperson,3,1638974030.2631087,1638974075.3060312,2,029_BlobFirstperson_3,1638974016.294368,1638974022.5262628,0.0056830186454125
29,Blob,Firstperson,BlobFirstperson,0,1638973814.2411485,1638973859.284829,0,029_BlobFirstperson_0,1638973803.364829,1638973809.5607944,0.0055786966324357
29,Blob,Firstperson,BlobFirstperson,1,1638974436.131099,1638974481.1887548,4,029_BlobFirstperson_1,1638974414.5971184,1638974429.0617576,0.0054219669651354
29,Blob,Firstperson,BlobFirstperson,4,1638974268.687693,1638974313.7066402,3,029_BlobFirstperson_4,1638974255.685108,1638974264.2922611,0.0071430210649213
29,Blob,hybrid,BlobHybrid,1,1638971966.804737,1638972011.90434,0,029_BlobHybrid_1,1638971952.9454052,1638971959.4089212,0.0052274810129796
29,Blob,hybrid,BlobHybrid,4,1638972186.155857,1638972231.1715484,0,029_BlobHybrid_4,1638972168.6605558,1638972179.7395248,0.0071854846949145
29,Blob,hybrid,BlobHybrid,2,1638972604.322876,1638972649.385907,0,029_BlobHybrid_2,1638972588.939386,1638972599.7807782,0.0054598821390651
29,Blob,hybrid,BlobHybrid,3,1638972809.6048374,1638972854.649857,1,029_BlobHybrid_3,1638972788.9516582,1638972802.63362,0.0063022970492523
29,Blob,hybrid,BlobHybrid,0,1638971787.2499776,1638971832.311036,0,029_BlobHybrid_0,1638971732.4970758,1638971769.0944402,0.0057802440069656
29,Blob,Firstperson,BlobFirstperson,2,1638974677.5140584,1638974722.5606916,3,029_BlobFirstperson_2,1638974661.9696338,1638974670.2863538,0.0063809431974894
30,Avatar,Firstperson,AvatarFirstperson,3,1639041278.8382907,1639041323.8849478,3,030_AvatarFirstperson_3,1639041257.1319668,1639041272.2094438,0.0063740441883783
30,Avatar,Firstperson,AvatarFirstperson,2,1639041617.254398,1639041662.3149452,0,030_AvatarFirstperson_2,1639041601.6832964,1639041610.5164826,0.0066599400980042
30,Avatar,Firstperson,AvatarFirstperson,4,1639040963.4340732,1639041008.449209,3,030_AvatarFirstperson_4,1639040932.3156931,1639040958.5629575,0.0074471925874143
30,Avatar,Firstperson,AvatarFirstperson,1,1639040675.9956193,1639040721.0672588,1,030_AvatarFirstperson_1,1639040641.7986906,1639040669.6629646,0.0050449935192683
30,Avatar,Firstperson,AvatarFirstperson,0,1639040413.154215,1639040458.2126496,2,030_AvatarFirstperson_0,1639040353.3172722,1639040389.8949585,0.0053664065248721
30,Avatar,hybrid,AvatarHybrid,2,1639043593.211366,1639043638.2714157,0,030_AvatarHybrid_2,1639043575.9882412,1639043587.0952568,0.0072237315007995
30,Avatar,hybrid,AvatarHybrid,4,1639043278.150365,1639043323.1637912,2,030_AvatarHybrid_4,1639043258.128604,1639043272.9086382,0.0058811730633569
30,Avatar,hybrid,AvatarHybrid,3,1639042977.3551743,1639043022.39625,1,030_AvatarHybrid_3,1639042956.529716,1639042967.9768667,0.0057616786846009
30,Avatar,hybrid,AvatarHybrid,0,1639042725.5373464,1639042770.5870304,0,030_AvatarHybrid_0,1639042708.996354,1639042720.2931688,0.0048629976071441
30,Avatar,hybrid,AvatarHybrid,1,1639043793.326416,1639043838.4012525,1,030_AvatarHybrid_1,1639043780.8068516,1639043786.80793,0.0055550307096603
31,Blob,Firstperson,BlobFirstperson,4,1639050693.9304504,1639050738.9481485,3,031_BlobFirstperson_4,1639050666.160397,1639050689.4633274,0.0058421953165318
31,Blob,Firstperson,BlobFirstperson,2,1639049847.6468892,1639049892.706782,0,031_BlobFirstperson_2,1639049831.0596156,1639049842.530209,0.0049669512494535
31,Blob,Firstperson,BlobFirstperson,1,1639050126.650377,1639050171.7224956,1,031_BlobFirstperson_1,1639050097.277096,1639050120.815496,0.0044249799051117
31,Blob,Firstperson,BlobFirstperson,3,1639050396.454546,1639050441.5012505,1,031_BlobFirstperson_3,1639050376.4723396,1639050388.1916924,0.0056703289698701
31,Blob,Firstperson,BlobFirstperson,0,1639049426.752906,1639049471.7970967,0,031_BlobFirstperson_0,1639049377.8518212,1639049396.192728,0.0056211396479401
31,Blob,hybrid,BlobHybrid,2,1639052917.2060888,1639052962.27371,0,031_BlobHybrid_2,1639052899.4971764,1639052909.7252064,0.0055825991112197
31,Blob,hybrid,BlobHybrid,1,1639052619.7476494,1639052664.8151574,1,031_BlobHybrid_1,1639052605.273373,1639052613.969192,0.0052572491837488
31,Blob,hybrid,BlobHybrid,3,1639053117.44537,1639053162.4938116,0,031_BlobHybrid_3,1639053100.063944,1639053111.785394,0.0046151131656378
31,Blob,hybrid,BlobHybrid,4,1639052405.2363248,1639052450.2512028,1,031_BlobHybrid_4,1639052380.878919,1639052398.0067585,0.0054115502551143
31,Blob,hybrid,BlobHybrid,0,1639052177.854418,1639052222.9166768,0,031_BlobHybrid_0,1639052162.629086,1639052172.243301,0.0042181306370137
32,Avatar,hybrid,AvatarHybrid,4,1639059184.1188605,1639059229.1327226,1,032_AvatarHybrid_4,1639059164.7373996,1639059177.618892,0.0066324730570478
32,Avatar,hybrid,AvatarHybrid,0,1639058348.5051918,1639058393.5504792,1,032_AvatarHybrid_0,1639058300.864921,1639058329.493175,0.0065696139074324
32,Avatar,hybrid,AvatarHybrid,2,1639058650.183081,1639058695.2362804,1,032_AvatarHybrid_2,1639058622.1875684,1639058637.165482,0.0067974402663308
32,Avatar,hybrid,AvatarHybrid,3,1639059459.8258128,1639059504.871735,1,032_AvatarHybrid_3,1639059435.601343,1639059451.0500443,0.0064539284312572
32,Avatar,hybrid,AvatarHybrid,1,1639058909.2348046,1639058954.2961528,1,032_AvatarHybrid_1,1639058883.0556717,1639058904.0062983,0.0056190401941811
32,Avatar,Firstperson,AvatarFirstperson,1,1639060910.3517928,1639060955.423872,1,032_AvatarFirstperson_1,1639060888.7698078,1639060902.1283948,0.0061851961127755
32,Avatar,Firstperson,AvatarFirstperson,0,1639060446.484376,1639060491.5333643,1,032_AvatarFirstperson_0,1639060428.258768,1639060441.261707,0.0064081627242493
32,Avatar,Firstperson,AvatarFirstperson,4,1639060675.6629915,1639060720.680145,1,032_AvatarFirstperson_4,1639060657.978899,1639060669.3686602,0.0077958165188432
32,Avatar,Firstperson,AvatarFirstperson,3,1639061168.688079,1639061213.7341194,1,032_AvatarFirstperson_3,1639061149.9029703,1639061160.0651984,0.0060046429130273
32,Avatar,Firstperson,AvatarFirstperson,2,1639061400.7196226,1639061445.7577736,1,032_AvatarFirstperson_2,1639061390.0214667,1639061394.2924712,0.0073556113740585
33,Blob,hybrid,BlobHybrid,1,1639126992.6630914,1639127037.750997,0,033_BlobHybrid_1,1639126965.740455,1639126986.985752,0.0042347879141675
33,Blob,hybrid,BlobHybrid,3,1639126824.7587996,1639126869.7974224,0,033_BlobHybrid_3,1639126807.4853268,1639126818.654484,0.0048179342805446
33,Blob,hybrid,BlobHybrid,2,1639126597.0220416,1639126642.0817938,0,033_BlobHybrid_2,1639126563.5957787,1639126576.3756664,0.0049924833500233
33,Blob,hybrid,BlobHybrid,0,1639126280.3521605,1639126325.399991,0,033_BlobHybrid_0,1639126233.4253552,1639126259.9065714,0.0047742752452886
33,Blob,hybrid,BlobHybrid,4,1639127219.6182764,1639127264.6419103,0,033_BlobHybrid_4,1639127195.1088204,1639127214.3451698,0.0053093575257362
33,Blob,Firstperson,BlobFirstperson,2,1639128578.7414596,1639128623.7781143,0,033_BlobFirstperson_2,1639128568.593291,1639128573.619928,0.0053534938878348
33,Blob,Firstperson,BlobFirstperson,4,1639128355.1958952,1639128400.2157292,0,033_BlobFirstperson_4,1639128332.2667646,1639128348.7052057,0.0053853736903221
33,Blob,Firstperson,BlobFirstperson,0,1639128136.9146645,1639128181.9587438,0,033_BlobFirstperson_0,1639128120.8790505,1639128126.433978,0.0051703901443125
33,Blob,Firstperson,BlobFirstperson,3,1639128970.5830638,1639129015.6165228,2,033_BlobFirstperson_3,1639128942.204226,1639128962.956529,0.0054941171538506
33,Blob,Firstperson,BlobFirstperson,1,1639128744.9677217,1639128790.0580895,0,033_BlobFirstperson_1,1639128721.7561245,1639128735.2189918,0.0044707809062961
34,Avatar,Firstperson,AvatarFirstperson,0,1639136415.805594,1639136460.8631332,0,034_AvatarFirstperson_0,1639136382.1721158,1639136400.4651768,0.011850842407678
34,Avatar,Firstperson,AvatarFirstperson,1,1639137583.0491729,1639137628.1147158,1,034_AvatarFirstperson_1,1639137567.3544023,1639137577.853331,0.004470511320942
34,Avatar,Firstperson,AvatarFirstperson,4,1639137414.0337262,1639137459.0495243,0,034_AvatarFirstperson_4,1639137403.1254003,1639137408.728872,0.0052319290737444
34,Avatar,Firstperson,AvatarFirstperson,3,1639137118.352708,1639137163.399641,0,034_AvatarFirstperson_3,1639137107.4588118,1639137113.120361,0.0060000292880436
